Scene,Filename,Method,BE (cm),Compression Ratio,Compression Time (s),Decompression Time (s),Mean Error (Axis),Max Error (Axis),Mean Error (L2),Max Error (L2),Num Packets,Chamfer Distance,Occupancy IoU
sample_1,0000000001.bin,EB-HC-3D(L2),1.0,0.23907485999184058,nan,nan,0.0037082850467413664,0.005001068115234375,0.004734672207525246,0.008519706374534936,2888,4.865335045370075e-05,0.9058442670686171
sample_2,0000000002.bin,Huffman,0,0.6459293814501278,nan,nan,0.0,0.0,0.0,0.0,7802,0.0,1.0
sample_2,0000000002.bin,EB-HC(Axis),1.0,0.3350125193752236,nan,nan,0.004676667042076588,0.009000062942504883,0.005874218315880603,0.010392928136573411,4047,7.646437132598564e-05,0.8980030721966206
sample_2,0000000002.bin,EB-HC(L2),1.0,0.3418147132466913,nan,nan,0.003918948117643595,0.008000001311302185,0.004907909884018993,0.00866100289445551,4129,5.357884690936931e-05,0.9068862685953246
sample_2,0000000002.bin,EB-Octree(Axis),1.0,0.5446266046659513,nan,nan,0.00021430010383483022,0.008999943733215332,0.0002476843818900935,0.010099478191723304,6578,2.309880866189444e-06,0.9992630935691434
sample_2,0000000002.bin,EB-Octree(L2),1.0,0.5358153491514646,nan,nan,0.00048765967949293554,0.009999997913837433,0.0005428701340649372,0.010000133514517982,6472,6.073938076831411e-06,0.9983105982998148
sample_2,0000000002.bin,EB-HC-3D(Axis),1.0,0.23925983333995735,nan,nan,0.0037144729867577553,0.004999876022338867,0.0047421579141013305,0.00859855737283121,2890,4.878777957685879e-05,0.9061900849082443
sample_2,0000000002.bin,EB-HC-3D(L2),1.0,0.2392611581415683,nan,nan,0.003714481834322214,0.004999876022338867,0.0047421591195142285,0.00859855737283121,2890,4.8787799252274856e-05,0.9061900849082443
sample_3,0000000003.bin,Huffman,0,0.6459511457025227,nan,nan,0.0,0.0,0.0,0.0,7803,0.0,1.0
sample_3,0000000003.bin,EB-HC(Axis),1.0,0.335105072406174,nan,nan,0.004671718459576368,0.009000062942504883,0.005860401080183539,0.010392928136573411,4048,7.609431134321187e-05,0.8939185166283916
sample_3,0000000003.bin,EB-HC(L2),1.0,0.3418111875884214,nan,nan,0.003925148397684097,0.008000016212463379,0.004919337522995294,0.008660938375117772,4129,5.3816737104392634e-05,0.914840928632846
sample_3,0000000003.bin,EB-Octree(Axis),1.0,0.5447471744901365,nan,nan,0.00020944558491464704,0.009000062942504883,0.00024297997154765037,0.010099478191723304,6580,2.2553880598853875e-06,0.9994074340096966
sample_3,0000000003.bin,EB-Octree(L2),1.0,0.5360964514881283,nan,nan,0.00047345386701636016,0.01000000536441803,0.0005284638927197138,0.010000133514517982,6476,5.891177202154382e-06,0.9983122362869198
sample_3,0000000003.bin,EB-HC-3D(Axis),1.0,0.23819260095269887,nan,nan,0.0037281629629433155,0.004999637603759766,0.004771792896930046,0.008508575795219393,2878,4.935294947668678e-05,0.908734305143973
sample_3,0000000003.bin,EB-HC-3D(L2),1.0,0.23819260095269887,nan,nan,0.0037281629629433155,0.004999637603759766,0.004771792896930046,0.008508575795219393,2878,4.935294947668678e-05,0.908734305143973
sample_4,0000000004.bin,Huffman,0,0.6459795591981952,nan,nan,0.0,0.0,0.0,0.0,7798,0.0,1.0
sample_4,0000000004.bin,EB-HC(Axis),1.0,0.3350320387911951,nan,nan,0.004670276772230864,0.009000062942504883,0.005858509739122866,0.010392928136573411,4044,7.608801695891261e-05,0.8973362646352063
sample_4,0000000004.bin,EB-HC(L2),1.0,0.3418036633183015,nan,nan,0.003919830545783043,0.008000016212463379,0.004910801661662415,0.00866100289445551,4126,5.363127556154876e-05,0.9216441099295677
sample_4,0000000004.bin,EB-Octree(Axis),1.0,0.5447363328110626,nan,nan,0.00021055743854958564,0.008000016212463379,0.00024223958822142363,0.009949830137275427,6576,2.237318140455874e-06,0.9992277853602471
sample_4,0000000004.bin,EB-Octree(L2),1.0,0.535876950893295,nan,nan,0.0004866821691393852,0.010000228881835938,0.0005410464906113058,0.010000324251086509,6469,6.046082843226461e-06,0.9982401637725142
sample_4,0000000004.bin,EB-HC-3D(Axis),1.0,0.23946179602809128,nan,nan,0.003712288336828351,0.0049991607666015625,0.004735925147092028,0.008609544089142001,2891,4.872670941970419e-05,0.906973553322128
sample_4,0000000004.bin,EB-HC-3D(L2),1.0,0.23946179602809128,nan,nan,0.003712288336828351,0.0049991607666015625,0.004735925147092028,0.008609544089142001,2891,4.872670941970419e-05,0.906973553322128
